datetime,TMP,RH,WS,WD
2023-10-01 00:00:00,5.8,84.0,6.9,267.0
2023-10-01 01:00:00,5.2,86.7,6.7,290.0
2023-10-01 02:00:00,4.8,89.2,8.5,278.0
2023-10-01 03:00:00,4.8,89.6,11.0,315.0
2023-10-01 04:00:00,5.2,84.8,7.8,320.0
2023-10-01 05:00:00,5.0,84.6,8.1,291.0
2023-10-01 06:00:00,5.0,81.6,7.0,313.0
2023-10-01 07:00:00,5.1,84.2,6.3,314.0
2023-10-01 08:00:00,8.5,66.6,7.6,0.0
2023-10-01 09:00:00,10.5,56.7,8.4,353.0
2023-10-01 10:00:00,12.0,52.0,13.3,348.0
2023-10-01 11:00:00,12.1,52.9,16.5,284.0
2023-10-01 12:00:00,12.3,52.8,14.5,296.0
2023-10-01 13:00:00,12.2,53.7,13.6,359.0
2023-10-01 14:00:00,12.2,54.2,15.2,336.0
2023-10-01 15:00:00,12.2,54.8,19.4,319.0
2023-10-01 16:00:00,11.8,55.4,15.4,299.0
2023-10-01 17:00:00,11.1,56.8,13.0,281.0
2023-10-01 18:00:00,10.0,61.1,11.7,345.0
2023-10-01 19:00:00,9.2,64.3,9.1,282.0
2023-10-01 20:00:00,8.4,68.7,9.7,308.0
2023-10-01 21:00:00,7.7,72.9,11.1,285.0
2023-10-01 22:00:00,7.2,75.2,8.7,285.0
2023-10-01 23:00:00,7.0,76.0,10.0,271.0
2023-10-02 00:00:00,6.7,77.0,11.8,266.0
2023-10-02 01:00:00,6.1,80.6,8.6,263.0
2023-10-02 02:00:00,6.2,79.6,11.0,260.0
2023-10-02 03:00:00,6.2,79.8,10.3,323.0
2023-10-02 04:00:00,5.9,80.4,8.3,285.0
2023-10-02 05:00:00,5.5,81.7,8.5,239.0
2023-10-02 06:00:00,5.0,83.7,9.6,257.0
2023-10-02 07:00:00,5.2,82.7,8.3,330.0
2023-10-02 08:00:00,6.2,78.0,8.1,239.0
2023-10-02 09:00:00,7.8,71.2,8.3,267.0
2023-10-02 10:00:00,9.4,63.6,11.3,306.0
2023-10-02 11:00:00,11.8,51.6,10.4,298.0
2023-10-02 12:00:00,13.2,42.6,13.5,233.0
2023-10-02 13:00:00,13.5,40.8,16.6,153.0
2023-10-02 14:00:00,14.0,37.2,21.7,283.0
2023-10-02 15:00:00,14.0,35.7,21.6,290.0
2023-10-02 16:00:00,13.7,35.8,17.5,276.0
2023-10-02 17:00:00,12.3,42.5,14.3,274.0
2023-10-02 18:00:00,10.9,48.3,7.7,260.0
2023-10-02 19:00:00,9.3,56.7,7.1,282.0
2023-10-02 20:00:00,7.6,64.1,6.0,302.0
2023-10-02 21:00:00,5.7,73.0,5.6,319.0
2023-10-02 22:00:00,5.2,74.7,9.5,304.0
2023-10-02 23:00:00,4.2,79.8,8.5,283.0
2023-10-03 00:00:00,2.8,87.1,5.3,304.0
2023-10-03 01:00:00,2.2,89.5,5.5,299.0
2023-10-03 02:00:00,1.4,92.8,5.8,233.0
2023-10-03 03:00:00,1.1,94.4,6.1,312.0
2023-10-03 04:00:00,0.5,95.9,6.9,293.0
2023-10-03 05:00:00,0.0,96.7,6.0,299.0
2023-10-03 06:00:00,-0.3,97.4,6.0,253.0
2023-10-03 07:00:00,1.1,94.3,8.3,307.0
2023-10-03 08:00:00,3.8,83.4,9.1,312.0
2023-10-03 09:00:00,6.8,67.8,9.1,300.0
2023-10-03 10:00:00,8.9,56.6,10.8,295.0
2023-10-03 11:00:00,11.1,46.3,9.6,307.0
2023-10-03 12:00:00,12.6,40.9,8.6,285.0
2023-10-03 13:00:00,13.4,38.0,10.8,149.0
2023-10-03 14:00:00,14.2,35.5,12.1,132.0
2023-10-03 15:00:00,13.7,35.5,12.4,29.0
2023-10-03 16:00:00,13.8,36.2,14.5,323.0
2023-10-03 17:00:00,13.4,37.7,15.8,311.0
2023-10-03 18:00:00,12.0,42.7,10.1,271.0
2023-10-03 19:00:00,10.4,51.1,9.7,270.0
2023-10-03 20:00:00,9.6,54.1,8.2,283.0
2023-10-03 21:00:00,8.4,58.4,7.7,201.0
2023-10-03 22:00:00,5.7,73.7,6.7,310.0
2023-10-03 23:00:00,4.9,75.3,7.3,307.0
2023-10-04 00:00:00,3.8,79.5,3.7,0.0
2023-10-04 01:00:00,2.8,84.0,4.8,33.0
2023-10-04 02:00:00,2.1,86.7,4.7,322.0
2023-10-04 03:00:00,1.7,89.5,7.2,357.0
2023-10-04 04:00:00,1.4,91.0,7.2,311.0
2023-10-04 05:00:00,0.7,93.6,5.3,272.0
2023-10-04 06:00:00,1.3,92.9,4.1,76.0
2023-10-04 07:00:00,3.3,85.2,9.8,286.0
2023-10-04 08:00:00,5.8,74.4,9.9,291.0
2023-10-04 09:00:00,8.5,62.6,11.1,258.0
2023-10-04 10:00:00,10.9,51.5,12.7,309.0
2023-10-04 11:00:00,12.2,46.9,14.8,210.0
2023-10-04 12:00:00,13.2,43.4,20.0,303.0
2023-10-04 13:00:00,14.0,41.0,31.1,311.0
2023-10-04 14:00:00,14.0,41.9,33.6,301.0
2023-10-04 15:00:00,13.8,42.6,34.9,284.0
2023-10-04 16:00:00,13.4,42.1,34.0,284.0
2023-10-04 17:00:00,12.4,46.9,30.5,288.0
2023-10-04 18:00:00,10.8,51.4,25.6,285.0
2023-10-04 19:00:00,9.7,54.4,25.1,292.0
2023-10-04 20:00:00,8.9,54.2,22.2,269.0
2023-10-04 21:00:00,8.2,52.8,17.0,274.0
2023-10-04 22:00:00,7.7,53.0,16.0,296.0
2023-10-04 23:00:00,7.3,54.1,9.1,244.0
2023-10-05 00:00:00,7.2,57.4,12.9,312.0
2023-10-05 01:00:00,7.4,57.1,11.8,275.0
2023-10-05 02:00:00,6.9,60.0,13.2,175.0
2023-10-05 03:00:00,6.8,60.9,11.0,285.0
2023-10-05 04:00:00,6.9,60.8,12.4,286.0
2023-10-05 05:00:00,6.6,61.4,13.6,260.0
2023-10-05 06:00:00,7.2,59.0,14.1,246.0
2023-10-05 07:00:00,7.9,59.0,15.4,255.0
2023-10-05 08:00:00,9.2,57.3,23.4,243.0
2023-10-05 09:00:00,10.3,53.7,31.9,269.0
2023-10-05 10:00:00,10.7,51.0,24.4,288.0
2023-10-05 11:00:00,11.5,48.2,26.1,284.0
2023-10-05 12:00:00,12.5,45.4,32.4,282.0
2023-10-05 13:00:00,12.1,47.5,26.4,257.0
2023-10-05 14:00:00,11.8,50.1,29.9,206.0
2023-10-05 15:00:00,10.5,52.2,37.3,286.0
2023-10-05 16:00:00,10.2,52.3,26.9,266.0
2023-10-05 17:00:00,8.3,69.4,29.9,279.0
2023-10-05 18:00:00,7.5,75.7,23.7,274.0
2023-10-05 19:00:00,7.3,76.5,23.1,289.0
2023-10-05 20:00:00,7.2,71.6,24.0,256.0
2023-10-05 21:00:00,6.4,78.9,23.1,263.0
2023-10-05 22:00:00,6.2,82.2,17.7,258.0
2023-10-05 23:00:00,5.9,86.4,19.9,212.0
2023-10-06 00:00:00,5.8,84.4,16.5,292.0
2023-10-06 01:00:00,5.6,78.6,22.2,276.0
2023-10-06 02:00:00,4.6,77.8,14.5,317.0
2023-10-06 03:00:00,4.4,66.8,9.6,270.0
2023-10-06 04:00:00,4.0,69.8,11.3,265.0
2023-10-06 05:00:00,4.3,66.4,11.7,277.0
2023-10-06 06:00:00,3.8,70.0,10.2,320.0
2023-10-06 07:00:00,5.2,61.6,12.9,247.0
2023-10-06 08:00:00,6.7,52.7,23.0,247.0
2023-10-06 09:00:00,7.9,47.2,37.9,283.0
2023-10-06 10:00:00,8.7,43.2,37.9,288.0
2023-10-06 11:00:00,9.4,42.6,36.6,296.0
2023-10-06 12:00:00,9.9,44.1,36.5,291.0
2023-10-06 13:00:00,10.0,49.1,40.6,285.0
2023-10-06 14:00:00,9.6,50.8,39.9,272.0
2023-10-06 15:00:00,9.9,45.6,43.7,279.0
2023-10-06 16:00:00,8.9,51.8,41.7,291.0
2023-10-06 17:00:00,8.0,56.8,33.0,284.0
2023-10-06 18:00:00,7.1,60.1,33.0,284.0
2023-10-06 19:00:00,7.2,54.3,28.8,278.0
2023-10-06 20:00:00,6.8,58.9,30.6,282.0
2023-10-06 21:00:00,6.3,62.4,27.8,285.0
2023-10-06 22:00:00,6.1,65.4,26.8,271.0
2023-10-06 23:00:00,6.2,61.9,31.7,276.0
2023-10-07 00:00:00,5.9,60.2,30.0,274.0
2023-10-07 01:00:00,6.1,55.3,30.2,271.0
2023-10-07 02:00:00,6.0,57.3,29.7,271.0
2023-10-07 03:00:00,6.4,57.0,29.9,268.0
2023-10-07 04:00:00,6.5,57.4,29.3,279.0
2023-10-07 05:00:00,6.7,58.2,31.8,274.0
2023-10-07 06:00:00,6.9,58.4,28.9,255.0
2023-10-07 07:00:00,7.4,58.2,30.5,258.0
2023-10-07 08:00:00,8.0,58.2,34.2,257.0
2023-10-07 09:00:00,8.8,55.4,35.1,281.0
2023-10-07 10:00:00,9.7,54.1,31.5,295.0
2023-10-07 11:00:00,10.9,51.3,35.0,272.0
2023-10-07 12:00:00,11.0,50.4,26.6,283.0
2023-10-07 13:00:00,12.2,48.6,36.3,285.0
2023-10-07 14:00:00,11.8,48.4,30.1,254.0
2023-10-07 15:00:00,11.1,51.9,30.0,275.0
2023-10-07 16:00:00,10.9,53.2,26.1,255.0
2023-10-07 17:00:00,10.6,54.6,21.4,278.0
2023-10-07 18:00:00,9.9,55.9,24.3,274.0
2023-10-07 19:00:00,9.8,54.8,30.0,277.0
2023-10-07 20:00:00,9.6,55.4,39.0,266.0
2023-10-07 21:00:00,9.6,55.5,31.4,268.0
2023-10-07 22:00:00,9.5,54.3,24.8,290.0
2023-10-07 23:00:00,9.4,54.3,24.5,268.0
2023-10-08 00:00:00,9.3,54.9,27.3,277.0
2023-10-08 01:00:00,9.3,56.3,25.1,281.0
2023-10-08 02:00:00,9.3,56.6,22.7,275.0
2023-10-08 03:00:00,9.5,55.3,23.9,250.0
2023-10-08 04:00:00,9.8,51.9,26.6,275.0
2023-10-08 05:00:00,9.0,59.3,24.9,264.0
2023-10-08 06:00:00,8.0,69.1,25.2,283.0
2023-10-08 07:00:00,8.5,66.0,23.5,201.0
2023-10-08 08:00:00,7.6,75.4,22.0,174.0
2023-10-08 09:00:00,7.2,80.3,23.8,256.0
2023-10-08 10:00:00,8.0,78.1,30.2,252.0
2023-10-08 11:00:00,9.9,66.8,31.0,256.0
2023-10-08 12:00:00,10.7,62.6,26.5,260.0
2023-10-08 13:00:00,9.7,72.2,19.1,270.0
2023-10-08 14:00:00,11.2,63.3,24.0,274.0
2023-10-08 15:00:00,10.9,63.4,29.0,253.0
2023-10-08 16:00:00,10.6,62.9,23.1,279.0
2023-10-08 17:00:00,10.0,65.9,19.0,260.0
2023-10-08 18:00:00,9.7,65.5,24.0,275.0
2023-10-08 19:00:00,9.0,63.4,23.7,270.0
2023-10-08 20:00:00,8.9,58.2,14.7,261.0
2023-10-08 21:00:00,8.3,61.6,6.9,256.0
2023-10-08 22:00:00,8.3,62.7,10.9,0.0
2023-10-08 23:00:00,8.7,59.2,18.9,255.0
2023-10-09 00:00:00,8.7,57.6,17.7,272.0
2023-10-09 01:00:00,8.1,63.3,11.3,152.0
2023-10-09 02:00:00,8.4,61.5,12.3,295.0
2023-10-09 03:00:00,8.4,61.5,12.0,102.0
2023-10-09 04:00:00,7.9,66.8,11.2,299.0
2023-10-09 05:00:00,7.9,64.3,21.1,273.0
2023-10-09 06:00:00,8.8,57.0,16.5,245.0
2023-10-09 07:00:00,9.3,58.9,24.4,253.0
2023-10-09 08:00:00,9.8,58.7,24.4,258.0
2023-10-09 09:00:00,10.2,59.0,25.8,259.0
2023-10-09 10:00:00,10.4,58.0,27.1,277.0
2023-10-09 11:00:00,11.0,57.0,25.8,265.0
2023-10-09 12:00:00,11.3,60.4,31.8,262.0
2023-10-09 13:00:00,11.4,60.5,31.1,292.0
2023-10-09 14:00:00,11.4,59.8,33.3,272.0
2023-10-09 15:00:00,11.9,53.6,31.5,269.0
2023-10-09 16:00:00,9.9,66.6,28.8,264.0
2023-10-09 17:00:00,9.0,70.3,28.7,261.0
2023-10-09 18:00:00,8.7,68.4,29.0,270.0
2023-10-09 19:00:00,7.7,74.8,29.3,285.0
2023-10-09 20:00:00,7.4,75.0,25.3,285.0
2023-10-09 21:00:00,8.2,65.0,20.5,267.0
2023-10-09 22:00:00,7.8,69.3,12.0,286.0
2023-10-09 23:00:00,7.1,75.0,11.7,230.0
2023-10-10 00:00:00,6.9,74.5,15.5,288.0
2023-10-10 01:00:00,6.6,67.2,12.1,272.0
2023-10-10 02:00:00,6.0,69.5,6.7,348.0
2023-10-10 03:00:00,5.3,69.8,10.5,301.0
2023-10-10 04:00:00,5.0,70.4,15.8,287.0
2023-10-10 05:00:00,4.6,73.4,6.8,279.0
2023-10-10 06:00:00,4.0,79.3,7.0,298.0
2023-10-10 07:00:00,4.6,74.4,8.6,297.0
2023-10-10 08:00:00,6.2,59.2,10.5,316.0
2023-10-10 09:00:00,7.3,50.5,11.8,285.0
2023-10-10 10:00:00,8.5,41.0,11.9,282.0
2023-10-10 11:00:00,9.0,37.3,11.3,143.0
2023-10-10 12:00:00,10.1,34.4,14.2,292.0
2023-10-10 13:00:00,10.8,32.0,14.8,276.0
2023-10-10 14:00:00,11.0,32.4,16.8,310.0
2023-10-10 15:00:00,11.1,32.8,17.5,314.0
2023-10-10 16:00:00,10.4,33.6,11.4,265.0
2023-10-10 17:00:00,9.9,35.7,16.8,328.0
2023-10-10 18:00:00,8.8,40.4,16.7,295.0
2023-10-10 19:00:00,7.6,50.4,10.4,330.0
2023-10-10 20:00:00,6.3,59.3,6.5,330.0
2023-10-10 21:00:00,5.4,67.8,7.7,310.0
2023-10-10 22:00:00,5.7,66.9,6.8,296.0
2023-10-10 23:00:00,5.0,71.2,7.6,299.0
2023-10-11 00:00:00,3.5,76.8,9.2,284.0
2023-10-11 01:00:00,2.3,79.9,9.4,309.0
2023-10-11 02:00:00,1.5,84.8,8.8,288.0
2023-10-11 03:00:00,0.2,90.1,4.5,53.0
2023-10-11 04:00:00,0.0,91.2,6.3,306.0
2023-10-11 05:00:00,-0.9,94.9,5.1,314.0
2023-10-11 06:00:00,-0.9,95.0,4.9,303.0
2023-10-11 07:00:00,1.1,88.9,5.7,299.0
2023-10-11 08:00:00,3.6,76.8,8.8,306.0
2023-10-11 09:00:00,6.4,63.1,9.5,285.0
2023-10-11 10:00:00,8.1,54.1,10.6,327.0
2023-10-11 11:00:00,10.3,46.8,10.7,273.0
2023-10-11 12:00:00,12.1,41.9,11.6,269.0
2023-10-11 13:00:00,14.1,36.1,13.6,282.0
2023-10-11 14:00:00,15.2,33.9,12.5,59.0
2023-10-11 15:00:00,15.6,32.9,11.4,15.0
2023-10-11 16:00:00,15.5,33.6,11.2,32.0
2023-10-11 17:00:00,14.7,37.2,16.9,296.0
2023-10-11 18:00:00,12.5,46.4,10.6,319.0
2023-10-11 19:00:00,10.4,55.0,7.5,284.0
2023-10-11 20:00:00,8.6,64.2,8.1,358.0
2023-10-11 21:00:00,7.3,71.1,9.9,269.0
2023-10-11 22:00:00,6.6,74.0,9.3,259.0
2023-10-11 23:00:00,5.6,78.8,9.4,288.0
2023-10-12 00:00:00,5.3,79.5,10.0,306.0
2023-10-12 01:00:00,4.6,81.2,11.2,296.0
2023-10-12 02:00:00,4.2,84.4,12.5,302.0
2023-10-12 03:00:00,3.8,84.7,12.6,288.0
2023-10-12 04:00:00,2.7,89.4,11.0,280.0
2023-10-12 05:00:00,2.0,91.3,10.6,280.0
2023-10-12 06:00:00,1.7,92.8,6.9,306.0
2023-10-12 07:00:00,3.6,85.8,8.1,293.0
2023-10-12 08:00:00,5.9,76.6,9.2,321.0
2023-10-12 09:00:00,8.0,65.0,7.8,294.0
2023-10-12 10:00:00,9.8,55.8,7.1,296.0
2023-10-12 11:00:00,11.7,48.8,6.6,327.0
2023-10-12 12:00:00,13.7,41.8,7.0,264.0
2023-10-12 13:00:00,15.0,35.5,6.9,301.0
2023-10-12 14:00:00,15.9,34.0,8.3,33.0
2023-10-12 15:00:00,16.4,34.0,9.3,293.0
2023-10-12 16:00:00,16.7,33.4,7.7,318.0
2023-10-12 17:00:00,16.4,35.8,11.7,260.0
2023-10-12 18:00:00,14.0,45.0,11.8,293.0
2023-10-12 19:00:00,11.2,58.2,8.8,305.0
2023-10-12 20:00:00,9.7,64.5,10.2,282.0
2023-10-12 21:00:00,8.3,72.0,9.4,275.0
2023-10-12 22:00:00,7.2,76.8,11.2,310.0
2023-10-12 23:00:00,6.4,81.1,9.9,277.0
2023-10-13 00:00:00,5.4,85.0,9.4,284.0
2023-10-13 01:00:00,4.7,87.8,11.3,298.0
2023-10-13 02:00:00,4.0,90.6,9.6,301.0
2023-10-13 03:00:00,3.5,92.5,9.8,292.0
2023-10-13 04:00:00,2.8,94.4,9.2,310.0
2023-10-13 05:00:00,2.4,95.8,9.3,300.0
2023-10-13 06:00:00,2.8,95.6,8.7,293.0
2023-10-13 07:00:00,3.8,94.0,7.6,309.0
2023-10-13 08:00:00,4.6,91.4,9.5,317.0
2023-10-13 09:00:00,7.4,79.5,10.2,330.0
2023-10-13 10:00:00,10.4,66.8,10.2,269.0
2023-10-13 11:00:00,12.5,58.2,13.1,327.0
2023-10-13 12:00:00,14.4,50.3,12.2,285.0
2023-10-13 13:00:00,15.6,45.0,11.9,287.0
2023-10-13 14:00:00,16.6,39.2,13.0,337.0
2023-10-13 15:00:00,16.6,36.8,12.3,339.0
2023-10-13 16:00:00,16.1,38.2,11.9,291.0
2023-10-13 17:00:00,15.2,41.2,17.5,311.0
2023-10-13 18:00:00,13.5,46.9,17.1,310.0
2023-10-13 19:00:00,12.0,53.0,10.9,326.0
2023-10-13 20:00:00,11.3,56.7,9.1,306.0
2023-10-13 21:00:00,10.8,59.5,10.0,304.0
2023-10-13 22:00:00,10.3,61.4,9.2,287.0
2023-10-13 23:00:00,9.7,64.8,8.5,294.0
2023-10-14 00:00:00,9.1,66.6,7.7,284.0
2023-10-14 01:00:00,8.8,68.3,8.3,277.0
2023-10-14 02:00:00,8.3,69.4,8.5,268.0
2023-10-14 03:00:00,7.7,72.2,10.6,279.0
2023-10-14 04:00:00,6.7,76.1,10.3,271.0
2023-10-14 05:00:00,5.4,81.7,11.3,285.0
2023-10-14 06:00:00,5.2,82.4,10.3,286.0
2023-10-14 07:00:00,6.3,77.6,12.9,293.0
2023-10-14 08:00:00,8.1,68.5,11.6,292.0
2023-10-14 09:00:00,9.9,59.7,11.7,309.0
2023-10-14 10:00:00,11.4,53.5,13.2,339.0
2023-10-14 11:00:00,13.2,47.2,12.2,287.0
2023-10-14 12:00:00,14.7,42.3,12.7,133.0
2023-10-14 13:00:00,15.9,37.0,14.0,311.0
2023-10-14 14:00:00,16.2,35.9,12.6,95.0
2023-10-14 15:00:00,16.4,34.9,11.3,142.0
2023-10-14 16:00:00,16.3,35.0,11.9,104.0
2023-10-14 17:00:00,15.5,36.7,16.4,296.0
2023-10-14 18:00:00,14.0,41.9,12.5,321.0
2023-10-14 19:00:00,11.6,54.0,7.2,313.0
2023-10-14 20:00:00,10.7,57.0,8.0,220.0
2023-10-14 21:00:00,9.3,63.4,7.0,284.0
2023-10-14 22:00:00,7.7,71.0,6.8,278.0
2023-10-14 23:00:00,6.8,76.2,5.7,305.0
2023-10-15 00:00:00,5.8,79.6,7.0,238.0
2023-10-15 01:00:00,5.0,82.3,7.6,267.0
2023-10-15 02:00:00,4.4,83.8,8.6,291.0
2023-10-15 03:00:00,4.3,83.3,10.2,288.0
2023-10-15 04:00:00,3.9,84.3,10.9,285.0
2023-10-15 05:00:00,3.5,85.0,12.0,291.0
2023-10-15 06:00:00,3.0,87.7,12.2,289.0
2023-10-15 07:00:00,5.3,77.1,9.9,262.0
2023-10-15 08:00:00,7.4,64.9,11.1,271.0
2023-10-15 09:00:00,9.2,54.6,13.2,322.0
2023-10-15 10:00:00,10.5,49.6,11.7,308.0
2023-10-15 11:00:00,11.7,44.2,14.2,7.0
2023-10-15 12:00:00,12.9,39.7,18.9,298.0
2023-10-15 13:00:00,12.8,38.7,23.6,289.0
2023-10-15 14:00:00,13.8,38.0,23.9,288.0
2023-10-15 15:00:00,13.1,41.5,29.3,307.0
2023-10-15 16:00:00,12.9,43.9,30.1,302.0
2023-10-15 17:00:00,11.5,49.0,27.2,281.0
2023-10-15 18:00:00,10.7,51.0,23.3,279.0
2023-10-15 19:00:00,10.2,53.4,16.5,297.0
2023-10-15 20:00:00,9.649999999999999,55.849999999999994,12.45,283.5
2023-10-15 21:00:00,9.1,58.3,8.4,270.0
2023-10-15 22:00:00,8.8,60.2,6.9,243.0
2023-10-15 23:00:00,7.7,65.2,7.3,173.0
2023-10-16 00:00:00,6.2,72.6,5.9,280.0
2023-10-16 01:00:00,5.8,76.5,7.8,281.0
2023-10-16 02:00:00,5.1,79.5,8.7,298.0
2023-10-16 03:00:00,5.6,76.4,9.8,286.0
2023-10-16 04:00:00,5.7,76.1,9.2,287.0
2023-10-16 05:00:00,4.6,81.6,9.9,276.0
2023-10-16 06:00:00,4.4,82.5,11.8,296.0
2023-10-16 07:00:00,5.1,80.4,9.8,287.0
2023-10-16 08:00:00,7.7,70.2,7.6,302.0
2023-10-16 09:00:00,9.9,57.1,9.1,260.0
2023-10-16 10:00:00,11.6,49.0,10.1,95.0
2023-10-16 11:00:00,12.7,43.0,12.9,358.0
2023-10-16 12:00:00,13.7,39.5,13.3,330.0
2023-10-16 13:00:00,14.5,35.8,16.4,285.0
2023-10-16 14:00:00,14.9,35.8,20.6,316.0
2023-10-16 15:00:00,14.8,35.6,19.9,302.0
2023-10-16 16:00:00,14.7,35.5,15.5,290.0
2023-10-16 17:00:00,14.3,36.4,16.2,301.0
2023-10-16 18:00:00,12.7,44.2,13.5,324.0
2023-10-16 19:00:00,9.4,60.1,5.0,318.0
2023-10-16 20:00:00,7.6,68.1,6.5,300.0
2023-10-16 21:00:00,7.3,69.6,8.7,276.0
2023-10-16 22:00:00,6.5,72.0,11.7,294.0
2023-10-16 23:00:00,5.8,73.5,11.7,297.0
2023-10-17 00:00:00,5.1,77.2,11.8,285.0
2023-10-17 01:00:00,4.5,79.8,13.2,275.0
2023-10-17 02:00:00,4.1,82.2,11.4,274.0
2023-10-17 03:00:00,3.5,85.0,10.8,286.0
2023-10-17 04:00:00,2.7,88.4,7.1,286.0
2023-10-17 05:00:00,1.8,92.2,7.1,284.0
2023-10-17 06:00:00,1.3,95.4,2.3,116.0
2023-10-17 07:00:00,3.9,85.2,2.2,0.0
2023-10-17 08:00:00,6.6,69.9,3.8,122.0
2023-10-17 09:00:00,9.0,60.4,4.9,100.0
2023-10-17 10:00:00,11.9,53.5,5.5,135.0
2023-10-17 11:00:00,14.9,43.8,4.8,83.0
2023-10-17 12:00:00,17.6,38.3,5.2,128.0
2023-10-17 13:00:00,19.9,34.9,7.5,292.0
2023-10-17 14:00:00,21.5,29.0,8.9,125.0
2023-10-17 15:00:00,22.4,27.7,10.5,75.0
2023-10-17 16:00:00,22.1,28.0,9.0,119.0
2023-10-17 17:00:00,21.4,32.3,4.0,161.0
2023-10-17 18:00:00,18.6,41.7,5.6,10.0
2023-10-17 19:00:00,14.8,54.8,2.5,328.0
2023-10-17 20:00:00,11.5,68.0,4.2,274.0
2023-10-17 21:00:00,9.9,74.9,4.3,324.0
2023-10-17 22:00:00,9.2,75.6,5.4,189.0
2023-10-17 23:00:00,8.2,79.8,4.8,278.0
2023-10-18 00:00:00,7.0,84.1,6.6,289.0
2023-10-18 01:00:00,5.9,88.6,4.7,282.0
2023-10-18 02:00:00,5.3,91.0,5.1,284.0
2023-10-18 03:00:00,4.3,93.6,3.0,0.0
2023-10-18 04:00:00,3.3,96.4,2.2,0.0
2023-10-18 05:00:00,2.8,97.5,2.3,304.0
2023-10-18 06:00:00,2.6,98.1,2.3,106.0
2023-10-18 07:00:00,5.2,90.8,4.9,106.0
2023-10-18 08:00:00,8.9,74.2,6.3,173.0
2023-10-18 09:00:00,11.8,62.0,4.9,112.0
2023-10-18 10:00:00,15.2,51.0,4.4,180.0
2023-10-18 11:00:00,18.4,41.2,5.2,14.0
2023-10-18 12:00:00,21.4,32.8,9.6,305.0
2023-10-18 13:00:00,24.3,24.5,10.0,332.0
2023-10-18 14:00:00,24.8,18.7,20.1,272.0
2023-10-18 15:00:00,24.7,19.2,23.9,270.0
2023-10-18 16:00:00,24.0,20.2,31.4,288.0
2023-10-18 17:00:00,22.5,23.6,23.9,266.0
2023-10-18 18:00:00,20.2,28.5,17.7,234.0
2023-10-18 19:00:00,18.0,33.9,16.2,295.0
2023-10-18 20:00:00,16.4,40.9,13.1,277.0
2023-10-18 21:00:00,14.0,53.2,5.4,290.0
2023-10-18 22:00:00,14.1,56.4,7.7,301.0
2023-10-18 23:00:00,15.2,53.5,15.4,284.0
2023-10-19 00:00:00,14.6,53.9,15.2,281.0
2023-10-19 01:00:00,14.1,53.6,16.9,226.0
2023-10-19 02:00:00,13.8,52.6,14.4,244.0
2023-10-19 03:00:00,13.6,51.6,13.5,255.0
2023-10-19 04:00:00,13.1,51.1,11.9,295.0
2023-10-19 05:00:00,12.2,52.2,10.9,147.0
2023-10-19 06:00:00,11.8,53.2,9.3,216.0
2023-10-19 07:00:00,12.4,51.1,12.1,272.0
2023-10-19 08:00:00,12.7,49.8,16.1,244.0
2023-10-19 09:00:00,13.4,47.9,15.6,246.0
2023-10-19 10:00:00,13.7,50.1,15.5,251.0
2023-10-19 11:00:00,15.1,48.2,14.9,280.0
2023-10-19 12:00:00,16.2,46.0,13.8,281.0
2023-10-19 13:00:00,17.2,44.0,21.6,296.0
2023-10-19 14:00:00,17.6,41.1,26.7,294.0
2023-10-19 15:00:00,17.4,38.0,24.2,280.0
2023-10-19 16:00:00,17.1,36.5,22.4,276.0
2023-10-19 17:00:00,16.6,37.9,17.6,286.0
2023-10-19 18:00:00,15.2,43.8,12.6,282.0
2023-10-19 19:00:00,12.8,57.9,6.9,333.0
2023-10-19 20:00:00,11.4,65.0,6.6,284.0
2023-10-19 21:00:00,10.7,67.7,6.4,282.0
2023-10-19 22:00:00,9.5,73.6,5.1,305.0
2023-10-19 23:00:00,9.0,76.5,5.3,94.0
2023-10-20 00:00:00,8.2,80.0,6.1,295.0
2023-10-20 01:00:00,7.3,84.8,4.0,286.0
2023-10-20 02:00:00,7.3,85.5,5.9,248.0
2023-10-20 03:00:00,7.0,86.9,5.8,309.0
2023-10-20 04:00:00,6.0,90.8,5.8,265.0
2023-10-20 05:00:00,5.6,92.4,8.4,293.0
2023-10-20 06:00:00,6.2,90.9,9.9,296.0
2023-10-20 07:00:00,7.4,85.6,10.0,267.0
2023-10-20 08:00:00,8.8,79.6,7.8,261.0
2023-10-20 09:00:00,9.6,76.6,7.8,271.0
2023-10-20 10:00:00,10.8,71.5,6.7,294.0
2023-10-20 11:00:00,12.7,64.4,9.1,294.0
2023-10-20 12:00:00,14.9,52.8,13.6,337.0
2023-10-20 13:00:00,16.4,36.3,13.9,312.0
2023-10-20 14:00:00,17.8,31.4,12.4,287.0
2023-10-20 15:00:00,17.9,31.7,15.2,58.0
2023-10-20 16:00:00,17.5,34.4,15.9,270.0
2023-10-20 17:00:00,16.9,35.3,15.7,72.0
2023-10-20 18:00:00,15.6,36.9,13.1,312.0
2023-10-20 19:00:00,12.6,48.1,7.6,300.0
2023-10-20 20:00:00,10.3,58.4,7.6,348.0
2023-10-20 21:00:00,8.8,65.7,8.8,292.0
2023-10-20 22:00:00,7.8,70.2,8.7,287.0
2023-10-20 23:00:00,7.7,70.4,11.7,291.0
2023-10-21 00:00:00,6.8,74.5,12.2,286.0
