datetime,TMP,RH,WS,WD
2023-11-19 20:00:00,12.5,66.0,16.3,267.0
2023-11-19 21:00:00,10.7,80.6,10.4,357.0
2023-11-19 22:00:00,9.7,85.4,11.2,30.0
2023-11-19 23:00:00,9.4,81.3,21.6,198.0
2023-11-20 00:00:00,8.8,61.6,28.1,291.0
2023-11-20 01:00:00,7.1,75.2,12.6,253.0
2023-11-20 02:00:00,7.7,65.7,14.7,349.0
2023-11-20 03:00:00,6.8,73.2,10.8,226.0
2023-11-20 04:00:00,6.7,75.8,11.2,28.0
2023-11-20 05:00:00,5.9,85.1,5.9,342.0
2023-11-20 06:00:00,6.7,80.9,10.8,212.0
2023-11-20 07:00:00,7.3,77.4,15.7,277.0
2023-11-20 08:00:00,7.4,76.3,24.1,273.0
2023-11-20 09:00:00,7.2,77.1,19.3,231.0
2023-11-20 10:00:00,7.7,72.9,21.2,274.0
2023-11-20 11:00:00,6.6,82.5,16.6,254.0
2023-11-20 12:00:00,7.2,81.5,15.4,181.0
2023-11-20 13:00:00,8.4,73.8,13.6,280.0
2023-11-20 14:00:00,8.4,75.6,18.5,252.0
2023-11-20 15:00:00,7.8,78.6,17.9,288.0
2023-11-20 16:00:00,7.2,83.7,12.0,238.0
2023-11-20 17:00:00,6.3,89.1,12.7,100.0
2023-11-20 18:00:00,5.9,91.9,11.8,302.0
2023-11-20 19:00:00,6.0,93.4,6.6,274.0
2023-11-20 20:00:00,6.1,93.7,7.8,186.0
2023-11-20 21:00:00,6.6,85.0,14.5,279.0
2023-11-20 22:00:00,6.7,83.8,15.1,21.0
2023-11-20 23:00:00,7.0,77.9,15.9,174.0
2023-11-21 00:00:00,8.1,65.6,17.9,283.0
2023-11-21 01:00:00,7.3,75.2,14.8,278.0
2023-11-21 02:00:00,6.0,84.6,24.3,347.0
2023-11-21 03:00:00,6.0,84.6,13.9,308.0
2023-11-21 04:00:00,6.2,82.5,13.6,316.0
2023-11-21 05:00:00,6.5,75.1,24.3,294.0
2023-11-21 06:00:00,7.2,66.6,31.1,275.0
2023-11-21 07:00:00,8.2,63.1,35.7,266.0
2023-11-21 08:00:00,8.8,61.2,26.7,279.0
2023-11-21 09:00:00,10.1,55.5,24.4,273.0
2023-11-21 10:00:00,10.3,56.2,35.7,309.0
2023-11-21 11:00:00,11.5,52.2,35.9,275.0
2023-11-21 12:00:00,11.5,51.0,37.8,272.0
2023-11-21 13:00:00,12.4,48.2,40.2,282.0
2023-11-21 14:00:00,12.8,47.5,35.8,288.0
2023-11-21 15:00:00,12.7,47.7,35.8,279.0
2023-11-21 16:00:00,12.1,51.2,31.8,289.0
2023-11-21 17:00:00,11.4,53.1,24.3,302.0
2023-11-21 18:00:00,10.2,59.3,20.3,284.0
2023-11-21 19:00:00,9.6,60.0,17.9,276.0
2023-11-21 20:00:00,9.0,62.6,17.7,284.0
2023-11-21 21:00:00,9.0,62.4,14.8,270.0
2023-11-21 22:00:00,8.9,62.5,13.4,298.0
2023-11-21 23:00:00,8.6,65.6,15.4,277.0
2023-11-22 00:00:00,8.2,67.8,14.1,274.0
2023-11-22 01:00:00,8.3,65.1,13.9,279.0
2023-11-22 02:00:00,8.0,67.7,13.8,249.0
2023-11-22 03:00:00,7.8,68.0,15.0,279.0
2023-11-22 04:00:00,7.6,70.1,16.1,226.0
2023-11-22 05:00:00,7.4,72.5,13.7,256.0
2023-11-22 06:00:00,7.8,71.8,14.1,187.0
2023-11-22 07:00:00,8.5,67.8,14.5,254.0
2023-11-22 08:00:00,9.4,60.6,20.1,284.0
2023-11-22 09:00:00,10.1,60.5,23.0,257.0
2023-11-22 10:00:00,11.5,57.9,30.6,280.0
2023-11-22 11:00:00,12.7,52.8,37.6,292.0
2023-11-22 12:00:00,13.0,50.2,35.6,303.0
2023-11-22 13:00:00,13.6,49.6,36.9,300.0
2023-11-22 14:00:00,13.5,48.6,34.7,307.0
2023-11-22 15:00:00,13.4,49.6,35.4,307.0
2023-11-22 16:00:00,12.9,53.7,35.4,286.0
2023-11-22 17:00:00,12.6,55.0,29.9,296.0
2023-11-22 18:00:00,11.7,57.6,28.0,292.0
2023-11-22 19:00:00,10.5,63.7,23.3,286.0
2023-11-22 20:00:00,10.1,64.7,16.8,244.0
2023-11-22 21:00:00,9.7,66.8,19.3,270.0
2023-11-22 22:00:00,9.6,65.1,11.8,229.0
2023-11-22 23:00:00,8.7,70.9,9.6,242.0
2023-11-23 00:00:00,8.4,70.8,6.7,269.0
2023-11-23 01:00:00,7.7,75.2,6.1,264.0
2023-11-23 02:00:00,7.1,79.8,5.7,299.0
2023-11-23 03:00:00,6.6,80.6,8.7,281.0
2023-11-23 04:00:00,6.0,82.7,10.2,280.0
2023-11-23 05:00:00,5.1,86.9,10.9,291.0
2023-11-23 06:00:00,6.6,80.4,10.2,299.0
2023-11-23 07:00:00,8.8,71.9,9.8,276.0
2023-11-23 08:00:00,10.4,64.3,11.1,85.0
2023-11-23 09:00:00,12.1,55.5,14.6,308.0
2023-11-23 10:00:00,13.8,52.1,12.6,284.0
2023-11-23 11:00:00,15.7,47.0,13.6,325.0
2023-11-23 12:00:00,17.4,41.2,9.2,257.0
2023-11-23 13:00:00,19.0,36.2,14.2,309.0
2023-11-23 14:00:00,20.0,31.3,14.5,321.0
2023-11-23 15:00:00,20.7,30.8,14.4,316.0
2023-11-23 16:00:00,21.0,30.4,15.6,301.0
2023-11-23 17:00:00,20.8,31.8,15.3,353.0
2023-11-23 18:00:00,19.7,34.9,16.2,293.0
2023-11-23 19:00:00,17.2,43.3,13.9,285.0
2023-11-23 20:00:00,13.9,59.6,10.4,297.0
2023-11-23 21:00:00,12.2,66.2,11.4,281.0
2023-11-23 22:00:00,10.8,72.1,12.3,282.0
2023-11-23 23:00:00,9.8,77.2,11.0,286.0
2023-11-24 00:00:00,8.4,83.2,6.8,291.0
2023-11-24 01:00:00,7.1,89.5,5.1,317.0
2023-11-24 02:00:00,5.9,93.4,5.4,207.0
2023-11-24 03:00:00,5.4,95.0,4.2,298.0
2023-11-24 04:00:00,4.6,96.4,2.4,300.0
2023-11-24 05:00:00,3.9,97.3,3.1,0.0
2023-11-24 06:00:00,5.4,94.6,2.2,0.0
2023-11-24 07:00:00,8.8,81.9,5.0,145.0
2023-11-24 08:00:00,11.5,71.0,4.1,43.0
2023-11-24 09:00:00,14.4,62.2,3.5,295.0
2023-11-24 10:00:00,17.5,51.6,4.9,184.0
2023-11-24 11:00:00,20.4,42.9,6.8,286.0
2023-11-24 12:00:00,23.3,37.0,9.6,287.0
2023-11-24 13:00:00,25.7,32.2,10.8,317.0
2023-11-24 14:00:00,27.4,24.5,15.1,283.0
2023-11-24 15:00:00,27.3,22.7,20.0,261.0
2023-11-24 16:00:00,26.8,24.0,18.8,228.0
2023-11-24 17:00:00,25.8,25.3,20.0,282.0
2023-11-24 18:00:00,24.3,26.0,14.0,301.0
2023-11-24 19:00:00,22.1,29.6,13.1,283.0
2023-11-24 20:00:00,18.5,42.4,8.1,267.0
2023-11-24 21:00:00,15.6,53.9,7.8,285.0
2023-11-24 22:00:00,13.5,63.3,11.1,285.0
2023-11-24 23:00:00,12.4,65.2,11.9,295.0
2023-11-25 00:00:00,11.3,67.7,13.4,286.0
2023-11-25 01:00:00,10.3,70.1,11.3,273.0
2023-11-25 02:00:00,9.0,74.2,9.9,291.0
2023-11-25 03:00:00,8.4,78.7,10.0,279.0
2023-11-25 04:00:00,7.6,81.8,9.7,289.0
2023-11-25 05:00:00,7.3,83.5,11.8,292.0
2023-11-25 06:00:00,8.3,80.4,9.9,281.0
2023-11-25 07:00:00,10.4,73.1,10.2,261.0
2023-11-25 08:00:00,12.8,64.1,10.6,297.0
2023-11-25 09:00:00,15.6,54.0,15.0,269.0
2023-11-25 10:00:00,18.2,38.4,15.3,303.0
2023-11-25 11:00:00,20.1,24.6,15.4,286.0
2023-11-25 12:00:00,21.7,23.4,13.8,311.0
2023-11-25 13:00:00,22.4,22.9,20.3,304.0
2023-11-25 14:00:00,22.2,22.8,28.5,304.0
2023-11-25 15:00:00,22.1,21.8,22.3,317.0
2023-11-25 16:00:00,21.3,23.0,29.1,290.0
2023-11-25 17:00:00,20.9,26.8,27.7,277.0
2023-11-25 18:00:00,19.4,31.3,28.0,278.0
2023-11-25 19:00:00,17.3,38.8,31.1,278.0
2023-11-25 20:00:00,16.2,41.5,25.7,265.0
2023-11-25 21:00:00,15.6,47.2,20.1,273.0
2023-11-25 22:00:00,15.2,55.2,17.1,227.0
2023-11-25 23:00:00,14.5,62.0,20.7,272.0
2023-11-26 00:00:00,14.3,64.3,15.5,236.0
2023-11-26 01:00:00,13.8,66.6,15.2,152.0
2023-11-26 02:00:00,13.6,67.8,14.7,317.0
2023-11-26 03:00:00,13.3,69.6,14.0,309.0
2023-11-26 04:00:00,13.0,70.8,9.1,314.0
2023-11-26 05:00:00,12.7,72.7,9.2,315.0
2023-11-26 06:00:00,12.8,72.3,8.4,290.0
2023-11-26 07:00:00,13.0,72.3,8.6,273.0
2023-11-26 08:00:00,13.4,71.4,11.7,297.0
2023-11-26 09:00:00,14.9,64.5,14.1,298.0
2023-11-26 10:00:00,16.2,60.2,13.2,282.0
2023-11-26 11:00:00,17.6,56.0,12.0,322.0
2023-11-26 12:00:00,18.1,53.4,14.6,298.0
2023-11-26 13:00:00,18.7,50.0,16.2,270.0
2023-11-26 14:00:00,19.0,48.2,17.1,294.0
2023-11-26 15:00:00,18.9,46.2,17.9,272.0
2023-11-26 16:00:00,18.9,46.6,14.1,283.0
2023-11-26 17:00:00,18.9,47.4,14.6,288.0
2023-11-26 18:00:00,18.0,50.5,8.8,281.0
2023-11-26 19:00:00,17.1,55.3,7.3,278.0
2023-11-26 20:00:00,14.2,71.8,5.9,295.0
2023-11-26 21:00:00,12.8,79.3,3.0,332.0
2023-11-26 22:00:00,12.3,82.1,4.2,332.0
2023-11-26 23:00:00,12.4,82.6,4.8,0.0
2023-11-27 00:00:00,11.5,86.6,4.5,225.0
2023-11-27 01:00:00,11.1,87.9,4.4,301.0
2023-11-27 02:00:00,10.8,89.7,3.9,292.0
2023-11-27 03:00:00,10.2,91.0,5.0,292.0
2023-11-27 04:00:00,9.5,93.4,3.4,198.0
2023-11-27 05:00:00,9.2,94.3,3.5,211.0
2023-11-27 06:00:00,10.0,92.2,2.9,0.0
2023-11-27 07:00:00,11.7,84.9,3.3,115.0
2023-11-27 08:00:00,14.4,72.3,4.2,346.0
2023-11-27 09:00:00,17.4,61.8,6.5,26.0
2023-11-27 10:00:00,19.7,55.4,5.0,305.0
2023-11-27 11:00:00,21.8,49.3,5.8,287.0
2023-11-27 12:00:00,23.8,37.0,17.2,121.0
2023-11-27 13:00:00,24.2,33.3,28.3,276.0
2023-11-27 14:00:00,23.0,34.2,29.4,283.0
2023-11-27 15:00:00,22.2,36.5,30.1,275.0
2023-11-27 16:00:00,21.2,35.9,26.9,270.0
2023-11-27 17:00:00,19.6,40.7,22.6,276.0
2023-11-27 18:00:00,17.9,46.1,19.4,286.0
2023-11-27 19:00:00,16.3,46.6,12.7,253.0
2023-11-27 20:00:00,15.2,43.5,10.8,251.0
2023-11-27 21:00:00,14.4,45.6,13.7,285.0
2023-11-27 22:00:00,13.0,58.2,13.8,271.0
2023-11-27 23:00:00,13.0,59.1,10.6,87.0
2023-11-28 00:00:00,12.9,60.3,12.3,131.0
2023-11-28 01:00:00,12.6,60.0,13.6,150.0
2023-11-28 02:00:00,12.3,55.5,15.2,275.0
2023-11-28 03:00:00,11.7,52.5,10.4,306.0
2023-11-28 04:00:00,10.0,59.8,6.8,314.0
2023-11-28 05:00:00,9.6,60.1,8.9,257.0
2023-11-28 06:00:00,10.6,54.5,18.9,276.0
2023-11-28 07:00:00,12.0,47.2,29.3,294.0
2023-11-28 08:00:00,12.7,44.5,36.8,301.0
2023-11-28 09:00:00,13.6,41.9,37.4,309.0
2023-11-28 10:00:00,14.0,41.0,25.9,298.0
2023-11-28 11:00:00,13.7,41.3,20.6,292.0
2023-11-28 12:00:00,13.7,41.2,20.4,278.0
2023-11-28 13:00:00,13.9,43.7,23.0,355.0
2023-11-28 14:00:00,14.2,44.8,19.5,301.0
2023-11-28 15:00:00,13.6,49.0,21.5,304.0
2023-11-28 16:00:00,12.9,51.7,23.2,275.0
2023-11-28 17:00:00,12.3,53.2,19.5,281.0
2023-11-28 18:00:00,11.4,59.0,19.2,241.0
2023-11-28 19:00:00,11.3,57.3,22.3,288.0
2023-11-28 20:00:00,11.4,56.7,20.2,262.0
2023-11-28 21:00:00,11.7,56.7,22.1,285.0
2023-11-28 22:00:00,11.3,61.9,19.3,257.0
2023-11-28 23:00:00,11.0,65.2,17.9,221.0
2023-11-29 00:00:00,10.9,67.4,20.1,274.0
2023-11-29 01:00:00,10.6,72.0,17.1,262.0
2023-11-29 02:00:00,10.9,68.1,23.9,227.0
2023-11-29 03:00:00,11.1,61.5,27.5,273.0
2023-11-29 04:00:00,11.0,59.0,27.4,273.0
2023-11-29 05:00:00,10.8,59.8,31.0,273.0
2023-11-29 06:00:00,11.1,60.8,28.7,279.0
2023-11-29 07:00:00,11.8,61.1,31.7,285.0
2023-11-29 08:00:00,12.6,59.8,29.3,292.0
2023-11-29 09:00:00,12.8,60.0,34.7,264.0
2023-11-29 10:00:00,13.4,58.0,32.5,283.0
2023-11-29 11:00:00,13.8,56.9,35.2,261.0
2023-11-29 12:00:00,14.1,57.4,32.9,255.0
2023-11-29 13:00:00,14.6,57.1,33.7,266.0
2023-11-29 14:00:00,14.3,57.7,32.3,256.0
2023-11-29 15:00:00,13.9,61.5,31.4,289.0
2023-11-29 16:00:00,13.7,63.6,25.5,269.0
2023-11-29 17:00:00,13.0,68.0,23.1,273.0
2023-11-29 18:00:00,12.7,69.4,11.9,261.0
2023-11-29 19:00:00,12.1,73.3,11.4,174.0
2023-11-29 20:00:00,11.8,74.2,13.4,214.0
2023-11-29 21:00:00,11.4,77.5,16.3,253.0
2023-11-29 22:00:00,12.0,71.2,20.7,243.0
2023-11-29 23:00:00,12.0,71.2,20.2,267.0
2023-11-30 00:00:00,12.1,70.2,21.6,291.0
2023-11-30 01:00:00,12.4,66.2,19.5,295.0
2023-11-30 02:00:00,11.7,72.0,13.7,214.0
2023-11-30 03:00:00,11.5,72.5,12.6,88.0
2023-11-30 04:00:00,11.5,72.1,14.5,293.0
2023-11-30 05:00:00,11.1,75.6,16.6,285.0
2023-11-30 06:00:00,11.1,75.6,12.7,215.0
2023-11-30 07:00:00,11.3,74.9,12.5,301.0
2023-11-30 08:00:00,11.9,73.5,15.9,230.0
2023-11-30 09:00:00,12.9,68.5,19.9,207.0
2023-11-30 10:00:00,13.3,67.0,25.4,288.0
2023-11-30 11:00:00,13.3,66.6,22.9,261.0
2023-11-30 12:00:00,13.4,65.1,17.1,285.0
2023-11-30 13:00:00,13.9,63.2,14.2,277.0
2023-11-30 14:00:00,14.0,63.6,18.4,277.0
2023-11-30 15:00:00,13.8,66.5,17.4,271.0
2023-11-30 16:00:00,14.3,64.5,19.2,262.0
2023-11-30 17:00:00,14.5,66.0,20.2,277.0
2023-11-30 18:00:00,13.7,65.5,15.5,229.0
2023-11-30 19:00:00,13.2,68.0,12.3,178.0
2023-11-30 20:00:00,12.2,75.5,14.9,304.0
2023-11-30 21:00:00,11.3,78.8,14.5,260.0
2023-11-30 22:00:00,11.1,78.3,13.2,320.0
2023-11-30 23:00:00,10.7,78.8,13.6,279.0
2023-12-01 00:00:00,10.7,73.7,18.1,252.0
2023-12-01 01:00:00,10.2,74.0,16.7,290.0
2023-12-01 02:00:00,9.7,74.4,18.1,289.0
2023-12-01 03:00:00,8.6,81.2,17.6,279.0
2023-12-01 04:00:00,8.0,82.3,18.3,277.0
2023-12-01 05:00:00,6.8,83.0,18.4,254.0
2023-12-01 06:00:00,6.1,83.9,18.2,272.0
2023-12-01 07:00:00,6.5,79.4,14.7,250.0
2023-12-01 08:00:00,8.2,69.4,18.0,200.0
2023-12-01 09:00:00,9.5,58.8,36.7,279.0
2023-12-01 10:00:00,10.4,48.0,34.3,297.0
2023-12-01 11:00:00,11.0,45.0,36.4,285.0
2023-12-01 12:00:00,11.2,45.7,30.7,291.0
2023-12-01 13:00:00,10.8,51.8,38.1,288.0
2023-12-01 14:00:00,10.9,47.7,36.3,289.0
2023-12-01 15:00:00,10.1,46.4,32.8,285.0
2023-12-01 16:00:00,9.9,47.6,26.0,261.0
2023-12-01 17:00:00,8.5,56.9,19.0,271.0
2023-12-01 18:00:00,6.3,74.8,15.4,221.0
2023-12-01 19:00:00,6.2,74.2,14.1,277.0
2023-12-01 20:00:00,5.6,78.3,10.7,240.0
2023-12-01 21:00:00,5.0,78.5,12.0,314.0
2023-12-01 22:00:00,4.5,79.5,15.6,283.0
2023-12-01 23:00:00,4.4,78.7,11.6,124.0
2023-12-02 00:00:00,3.4,85.4,13.5,244.0
2023-12-02 01:00:00,3.4,84.1,15.0,296.0
2023-12-02 02:00:00,3.3,83.4,15.6,320.0
2023-12-02 03:00:00,3.4,82.7,10.8,316.0
2023-12-02 04:00:00,3.4,82.3,12.7,285.0
2023-12-02 05:00:00,3.4,83.2,10.7,231.0
2023-12-02 06:00:00,3.7,82.3,8.6,83.0
2023-12-02 07:00:00,4.6,76.9,11.0,318.0
2023-12-02 08:00:00,5.7,72.0,17.5,316.0
2023-12-02 09:00:00,5.8,73.3,26.1,275.0
2023-12-02 10:00:00,5.6,81.4,28.5,272.0
2023-12-02 11:00:00,5.8,81.4,28.9,273.0
2023-12-02 12:00:00,7.7,72.8,31.4,284.0
2023-12-02 13:00:00,9.3,60.4,38.8,283.0
2023-12-02 14:00:00,9.5,56.8,39.1,290.0
2023-12-02 15:00:00,9.4,57.2,33.8,284.0
2023-12-02 16:00:00,9.5,57.0,33.4,285.0
2023-12-02 17:00:00,9.6,51.1,42.1,279.0
2023-12-02 18:00:00,8.6,56.7,35.5,281.0
2023-12-02 19:00:00,7.6,62.5,29.2,286.0
2023-12-02 20:00:00,7.2,63.8,27.0,278.0
2023-12-02 21:00:00,7.0,60.9,17.0,282.0
2023-12-02 22:00:00,6.5,64.0,12.3,265.0
2023-12-02 23:00:00,6.3,64.3,11.6,282.0
2023-12-03 00:00:00,6.2,65.5,17.5,291.0
2023-12-03 01:00:00,4.7,71.6,7.5,271.0
2023-12-03 02:00:00,4.3,73.6,6.4,295.0
2023-12-03 03:00:00,3.3,78.7,6.7,218.0
2023-12-03 04:00:00,2.2,84.2,5.8,305.0
2023-12-03 05:00:00,2.2,83.6,8.2,274.0
2023-12-03 06:00:00,3.3,81.0,8.7,302.0
2023-12-03 07:00:00,6.4,62.0,9.0,255.0
2023-12-03 08:00:00,8.4,49.8,12.3,305.0
2023-12-03 09:00:00,9.6,46.9,12.4,141.0
2023-12-03 10:00:00,10.7,44.4,10.8,50.0
2023-12-03 11:00:00,12.3,40.0,14.1,273.0
2023-12-03 12:00:00,13.7,36.9,14.9,323.0
2023-12-03 13:00:00,14.4,36.3,16.0,260.0
2023-12-03 14:00:00,15.5,35.9,14.5,284.0
2023-12-03 15:00:00,15.5,35.4,13.3,90.0
2023-12-03 16:00:00,15.6,35.7,13.8,268.0
2023-12-03 17:00:00,15.3,36.6,13.3,279.0
2023-12-03 18:00:00,14.5,38.2,16.9,38.0
2023-12-03 19:00:00,12.9,45.3,12.6,292.0
2023-12-03 20:00:00,10.5,58.2,7.6,266.0
2023-12-03 21:00:00,8.7,68.6,9.0,291.0
2023-12-03 22:00:00,8.2,71.3,12.5,281.0
2023-12-03 23:00:00,7.6,74.1,14.0,299.0
2023-12-04 00:00:00,6.6,80.4,14.7,294.0
2023-12-04 01:00:00,5.9,83.6,13.8,281.0
2023-12-04 02:00:00,5.4,85.6,11.1,286.0
2023-12-04 03:00:00,5.2,87.0,10.5,298.0
2023-12-04 04:00:00,5.3,86.6,10.6,261.0
2023-12-04 05:00:00,4.2,91.9,7.3,295.0
2023-12-04 06:00:00,5.7,86.5,7.3,277.0
2023-12-04 07:00:00,7.8,76.7,5.0,284.0
2023-12-04 08:00:00,10.2,67.3,4.5,60.0
2023-12-04 09:00:00,12.4,58.7,4.8,153.0
2023-12-04 10:00:00,15.0,52.6,5.8,82.0
2023-12-04 11:00:00,17.3,42.6,4.9,75.0
2023-12-04 12:00:00,19.2,38.8,6.6,80.0
2023-12-04 13:00:00,20.9,36.3,7.3,33.0
2023-12-04 14:00:00,22.1,33.6,7.2,43.0
2023-12-04 15:00:00,22.7,33.4,7.0,280.0
2023-12-04 16:00:00,23.2,30.5,8.0,292.0
2023-12-04 17:00:00,23.6,32.0,7.5,312.0
2023-12-04 18:00:00,22.6,34.0,14.6,307.0
2023-12-04 19:00:00,20.0,43.0,9.1,314.0
2023-12-04 20:00:00,16.3,59.6,8.5,301.0
2023-12-04 21:00:00,14.5,66.4,11.2,297.0
2023-12-04 22:00:00,13.3,70.6,10.3,295.0
2023-12-04 23:00:00,12.0,76.0,10.0,287.0
2023-12-05 00:00:00,11.0,81.2,9.5,316.0
2023-12-05 01:00:00,9.8,87.2,8.9,300.0
2023-12-05 02:00:00,8.7,91.6,6.1,307.0
2023-12-05 03:00:00,8.3,93.1,7.8,311.0
2023-12-05 04:00:00,8.0,94.4,10.7,315.0
2023-12-05 05:00:00,7.8,94.8,10.3,288.0
2023-12-05 06:00:00,9.1,89.8,10.0,291.0
2023-12-05 07:00:00,11.5,80.2,9.8,285.0
2023-12-05 08:00:00,13.9,71.4,9.2,264.0
2023-12-05 09:00:00,16.6,62.6,8.7,289.0
2023-12-05 10:00:00,19.4,53.4,11.2,289.0
2023-12-05 11:00:00,21.8,44.4,10.7,309.0
2023-12-05 12:00:00,24.0,35.4,10.4,296.0
2023-12-05 13:00:00,24.8,31.3,15.5,131.0
2023-12-05 14:00:00,25.0,29.8,22.0,347.0
2023-12-05 15:00:00,24.8,29.9,22.2,293.0
2023-12-05 16:00:00,24.7,30.2,20.4,281.0
2023-12-05 17:00:00,24.5,32.2,19.7,310.0
2023-12-05 18:00:00,23.5,35.2,20.0,294.0
2023-12-05 19:00:00,21.6,41.7,14.2,309.0
2023-12-05 20:00:00,19.2,50.0,10.0,235.0
2023-12-05 21:00:00,16.2,63.5,6.0,281.0
2023-12-05 22:00:00,14.8,70.5,8.3,298.0
2023-12-05 23:00:00,13.8,74.5,9.4,288.0
2023-12-06 00:00:00,12.5,79.7,10.7,289.0
2023-12-06 01:00:00,11.5,83.9,10.8,294.0
2023-12-06 02:00:00,11.1,85.3,10.2,296.0
2023-12-06 03:00:00,11.0,86.0,12.2,292.0
2023-12-06 04:00:00,9.9,90.8,8.2,307.0
2023-12-06 05:00:00,9.5,92.8,9.5,296.0
2023-12-06 06:00:00,10.3,89.6,9.2,288.0
2023-12-06 07:00:00,11.9,82.5,9.3,235.0
2023-12-06 08:00:00,14.4,73.8,8.9,275.0
2023-12-06 09:00:00,17.1,60.6,11.7,272.0
2023-12-06 10:00:00,19.4,48.4,15.1,308.0
2023-12-06 11:00:00,21.0,41.0,12.5,293.0
2023-12-06 12:00:00,22.2,38.9,12.7,306.0
2023-12-06 13:00:00,22.8,36.8,17.2,24.0
2023-12-06 14:00:00,23.4,35.2,24.3,296.0
2023-12-06 15:00:00,23.3,36.0,17.5,289.0
2023-12-06 16:00:00,22.9,36.9,20.1,268.0
2023-12-06 17:00:00,22.3,38.4,18.0,219.0
2023-12-06 18:00:00,20.8,41.5,21.7,279.0
2023-12-06 19:00:00,18.8,45.2,22.9,282.0
2023-12-06 20:00:00,17.2,47.4,18.3,272.0
2023-12-06 21:00:00,16.0,49.7,12.4,281.0
2023-12-06 22:00:00,13.9,59.9,7.0,285.0
2023-12-06 23:00:00,12.0,69.9,8.5,302.0
2023-12-07 00:00:00,11.6,71.2,11.0,286.0
2023-12-07 01:00:00,10.4,76.5,10.6,301.0
2023-12-07 02:00:00,9.4,79.8,10.8,298.0
2023-12-07 03:00:00,8.6,83.4,8.4,288.0
2023-12-07 04:00:00,7.7,87.6,8.4,310.0
2023-12-07 05:00:00,6.8,90.8,3.0,272.0
2023-12-07 06:00:00,8.2,88.1,3.7,282.0
2023-12-07 07:00:00,11.3,76.3,4.9,125.0
2023-12-07 08:00:00,13.4,67.6,7.8,293.0
2023-12-07 09:00:00,16.0,57.7,4.7,282.0
2023-12-07 10:00:00,18.3,46.0,5.1,0.0
2023-12-07 11:00:00,20.1,40.8,5.8,15.0
2023-12-07 12:00:00,22.4,33.6,5.3,317.0
2023-12-07 13:00:00,24.1,30.0,4.3,0.0
2023-12-07 14:00:00,25.1,26.2,7.1,296.0
2023-12-07 15:00:00,25.9,26.0,2.6,0.0
2023-12-07 16:00:00,26.1,24.6,7.8,105.0
2023-12-07 17:00:00,26.2,24.9,5.9,137.0
2023-12-07 18:00:00,25.1,27.6,14.1,301.0
2023-12-07 19:00:00,22.4,35.9,11.8,311.0
2023-12-07 20:00:00,18.7,51.8,8.6,293.0
2023-12-07 21:00:00,16.5,59.7,10.3,288.0
2023-12-07 22:00:00,15.1,63.7,9.9,286.0
2023-12-07 23:00:00,13.6,70.9,8.6,300.0
2023-12-08 00:00:00,12.0,77.2,6.8,323.0
2023-12-08 01:00:00,11.4,79.7,8.8,312.0
2023-12-08 02:00:00,11.6,79.5,12.2,300.0
2023-12-08 03:00:00,11.3,80.0,9.9,289.0
2023-12-08 04:00:00,11.0,79.8,10.1,287.0
2023-12-08 05:00:00,10.4,83.4,10.5,307.0
2023-12-08 06:00:00,11.7,77.4,7.7,286.0
2023-12-08 07:00:00,13.5,71.6,9.2,275.0
2023-12-08 08:00:00,15.2,66.0,9.6,260.0
2023-12-08 09:00:00,17.7,56.6,11.8,283.0
2023-12-08 10:00:00,20.2,47.1,14.5,322.0
2023-12-08 11:00:00,22.1,40.1,20.8,356.0
2023-12-08 12:00:00,21.9,38.0,30.9,271.0
2023-12-08 13:00:00,21.3,38.8,25.0,252.0
2023-12-08 14:00:00,20.2,40.2,27.4,290.0
2023-12-08 15:00:00,19.2,41.4,29.2,292.0
2023-12-08 16:00:00,17.9,43.2,32.4,282.0
2023-12-08 17:00:00,16.2,47.8,21.4,278.0
2023-12-08 18:00:00,15.5,49.7,17.1,288.0
2023-12-08 19:00:00,13.8,53.9,21.9,260.0
2023-12-08 20:00:00,12.6,58.9,20.5,295.0
2023-12-08 21:00:00,11.8,61.1,22.2,281.0
2023-12-08 22:00:00,11.3,63.2,23.5,274.0
2023-12-08 23:00:00,11.0,62.4,24.2,282.0
2023-12-09 00:00:00,11.1,60.7,22.3,280.0
2023-12-09 01:00:00,10.3,65.4,18.8,305.0
2023-12-09 02:00:00,10.4,62.3,16.8,215.0
2023-12-09 03:00:00,10.4,61.8,17.8,271.0
2023-12-09 04:00:00,10.2,62.0,25.0,264.0
2023-12-09 05:00:00,10.2,59.5,20.2,286.0
2023-12-09 06:00:00,10.2,57.6,21.7,275.0
2023-12-09 07:00:00,10.8,55.6,17.8,241.0
2023-12-09 08:00:00,11.7,50.5,27.1,219.0
2023-12-09 09:00:00,13.8,45.2,29.2,302.0
2023-12-09 10:00:00,14.6,44.8,24.8,286.0
2023-12-09 11:00:00,15.0,45.6,23.0,323.0
2023-12-09 12:00:00,16.0,41.2,29.6,282.0
2023-12-09 13:00:00,15.4,43.7,23.8,280.0
2023-12-09 14:00:00,15.0,48.0,27.6,310.0
2023-12-09 15:00:00,15.7,46.6,34.9,254.0
2023-12-09 16:00:00,14.9,50.3,33.5,289.0
2023-12-09 17:00:00,13.6,56.2,31.4,279.0
2023-12-09 18:00:00,12.9,60.9,26.1,267.0
2023-12-09 19:00:00,12.6,62.6,20.8,248.0
2023-12-09 20:00:00,12.7,60.8,15.9,239.0
2023-12-09 21:00:00,12.8,58.0,14.7,291.0
